שם תחנה,מספר תחנה,תאריך,סוג קרינה(),05-06 LST(kJ/m²),06-07 LST(kJ/m²),07-08 LST(kJ/m²),08-09 LST(kJ/m²),09-10 LST(kJ/m²),10-11 LST(kJ/m²),11-12 LST(kJ/m²),12-13 LST(kJ/m²),13-14 LST(kJ/m²),14-15 LST(kJ/m²),15-16 LST(kJ/m²),16-17 LST(kJ/m²),17-18 LST(kJ/m²),18-19 LST(kJ/m²)
בית דגן קרינה                                     ,2524,29-05-2020,ישירה,759.6,1666.8,2412,2455.2,2224.8,2448,2718,1994.4,2642.4,1738.8,2401.2,2296.8,1908,226.8
בית דגן קרינה                                     ,2524,30-05-2020,מפוזרת,201.6,345.6,468,828,684,417.6,381.6,370.8,360,352.8,324,273.6,194.4,39.6
בית דגן קרינה                                     ,2524,30-05-2020,גלובאלית,460.8,1260,2102.4,2700,2635.2,3625.2,3729.6,3643.2,3333.6,2811.6,2149.2,1407.6,630,68.4
בית דגן קרינה                                     ,2524,30-05-2020,ישירה,1425.6,2329.2,2800.8,2350.8,2070,3304.8,3333.6,3312,3232.8,3085.2,2887.2,2588.4,1900.8,298.8
בית דגן קרינה                                     ,2524,31-05-2020,מפוזרת,187.2,262.8,363.6,500.4,399.6,374.4,356.4,356.4,345.6,324,298.8,270,208.8,43.2
בית דגן קרינה                                     ,2524,31-05-2020,גלובאלית,475.2,1195.2,1911.6,2541.6,3117.6,3484.8,3672,3614.4,3290.4,2815.2,2196,1436.4,626.4,72
בית דגן קרינה                                     ,2524,31-05-2020,ישירה,1512,2408.4,2660.4,2710.8,3121.2,3261.6,3333.6,3319.2,3250.8,3160.8,2977.2,2602.8,1720.8,266.4
בית דגן קרינה                                     ,2524,01-06-2020,מפוזרת,198,306,367.2,356.4,338.4,360,406.8,428.4,421.2,428.4,421.2,385.2,266.4,36
בית דגן קרינה                                     ,2524,01-06-2020,גלובאלית,421.2,1134,1882.8,2592,3153.6,3484.8,3639.6,3556.8,3222,2736,2106,1346.4,579.6,43.2
בית דגן קרינה                                     ,2524,01-06-2020,ישירה,1029.6,2052,2523.6,2937.6,3218.4,3265.2,3232.8,3186,3114,2912.4,2602.8,2066.4,1162.8,54
בית דגן קרינה                                     ,2524,02-06-2020,מפוזרת,219.6,471.6,806.4,903.6,662.4,1008,1332,1227.6,990,856.8,741.6,586.8,352.8,36
בית דגן קרינה                                     ,2524,02-06-2020,גלובאלית,374.4,1062,1389.6,2192.4,3013.2,3214.8,3139.2,3308.4,3200.4,2509.2,1540.8,928.8,464.4,43.2
בית דגן קרינה                                     ,2524,02-06-2020,ישירה,615.6,1360.8,748.8,1440,2527.2,2098.8,1558.8,1911.6,2228.4,1875.6,1058.4,626.4,316.8,32.4
בית דגן קרינה                                     ,2524,03-06-2020,מפוזרת,230.4,324,579.6,691.2,597.6,450,403.2,356.4,331.2,291.6,280.8,266.4,219.6,39.6
בית דגן קרינה                                     ,2524,03-06-2020,גלובאלית,392.4,1119.6,1382.4,2322,2548.8,3553.2,3682.8,3625.2,3330,2851.2,2192.4,1418.4,644.4,61.2
בית דגן קרינה                                     ,2524,03-06-2020,ישירה,676.8,1994.4,1231.2,2095.2,2113.2,3207.6,3279.6,3337.2,3294,3250.8,3060,2617.2,1764,262.8
בית דגן קרינה                                     ,2524,04-06-2020,מפוזרת,180,284.4,370.8,482.4,565.2,748.8,946.8,1033.2,871.2,910.8,669.6,543.6,277.2,43.2
בית דגן קרינה                                     ,2524,04-06-2020,גלובאלית,450,1148.4,1864.8,2498.4,2998.8,3402,3369.6,2970,3038.4,2116.8,1544.4,993.6,565.2,57.6
בית דגן קרינה                                     ,2524,04-06-2020,ישירה,1162.8,2178,2523.6,2617.2,2660.4,2624.4,2235.6,1720.8,2199.6,1256.4,1159.2,849.6,1069.2,115.2
בית דגן קרינה                                     ,2524,05-06-2020,מפוזרת,216,392.4,691.2,504,550.8,547.2,543.6,525.6,504,478.8,450,370.8,255.6,43.2
בית דגן קרינה                                     ,2524,05-06-2020,גלובאלית,403.2,1105.2,1450.8,2509.2,3056.4,3430.8,3589.2,3513.6,3247.2,2754,2091.6,1357.2,626.4,68.4
בית דגן קרינה                                     ,2524,05-06-2020,ישירה,777.6,1684.8,1094.4,2584.8,2728.8,2876.4,2934,2944.8,2901.6,2761.2,2476.8,2113.2,1454.4,223.2
בית דגן קרינה                                     ,2524,06-06-2020,ישירה,3.6,21.6,583.2,1630.8,2570.4,2689.2,2808,2793.6,2653.2,2617.2,2397.6,2008.8,1209.6,126
בית דגן קרינה                                     ,2524,06-06-2020,מפוזרת,169.2,529.2,896.4,846,676.8,669.6,626.4,622.8,651.6,532.8,468,385.2,266.4,43.2
בית דגן קרינה                                     ,2524,06-06-2020,גלובאלית,190.8,604.8,1382.4,2246.4,3060,3387.6,3553.2,3481.2,3193.2,2718,2084.4,1357.2,604.8,57.6
בית דגן קרינה                                     ,2524,07-06-2020,מפוזרת,237.6,464.4,518.4,489.6,518.4,547.2,572.4,565.2,558,554.4,698.4,565.2,399.6,43.2
בית דגן קרינה                                     ,2524,07-06-2020,גלובאלית,367.2,1054.8,1850.4,2556,3078,3452.4,3607.2,3542.4,3250.8,2556,1731.6,1090.8,597.6,50.4
בית דגן קרינה                                     ,2524,07-06-2020,ישירה,500.4,1332,2127.6,2617.2,2775.6,2876.4,2890.8,2887.2,2800.8,2336.4,1368,925.2,486,14.4
בית דגן קרינה                                     ,2524,08-06-2020,מפוזרת,230.4,432,543.6,630,655.2,644.4,615.6,604.8,586.8,550.8,496.8,403.2,277.2,61.2
בית דגן קרינה                                     ,2524,08-06-2020,גלובאלית,349.2,1040.4,1796.4,2480.4,3031.2,3412.8,3578.4,3495.6,3189.6,2732.4,2098.8,1375.2,630,82.8
בית דגן קרינה                                     ,2524,08-06-2020,ישירה,385.2,1368,1954.8,2253.6,2498.4,2682,2800.8,2775.6,2692.8,2577.6,2340,1962,1245.6,151.2
בית דגן קרינה                                     ,2524,09-06-2020,מפוזרת,230.4,489.6,669.6,576,486,464.4,608.4,414,399.6,694.8,460.8,442.8,234,43.2
בית דגן קרינה                                     ,2524,09-06-2020,גלובאלית,388.8,831.6,1533.6,2595.6,3121.2,3481.2,3542.4,3632.4,3319.2,2484,2221.2,1303.2,669.6,61.2
בית דגן קרינה                                     ,2524,09-06-2020,ישירה,748.8,824.4,1224,2520,2854.8,3009.6,2786.4,3175.2,3106.8,2066.4,2628,1792.8,1652.4,133.2
בית דגן קרינה                                     ,2524,10-06-2020,מפוזרת,216,442.8,626.4,370.8,385.2,414,428.4,439.2,428.4,450,446.4,460.8,334.8,61.2
בית דגן קרינה                                     ,2524,10-06-2020,גלובאלית,446.4,1076.4,1674,2617.2,3139.2,3484.8,3646.8,3574.8,3294,2797.2,2134.8,1342.8,597.6,79.2
בית דגן קרינה                                     ,2524,10-06-2020,ישירה,1105.2,1447.2,1576.8,2923.2,3157.2,3186,3204,3160.8,3106.8,2887.2,2552.4,1720.8,817.2,57.6
בית דגן קרינה                                     ,2524,11-06-2020,ישירה,10.8,741.6,1962,2451.6,2818.8,3186,3196.8,3326.4,2275.2,2678.4,1987.2,2224.8,1886.4,381.6
בית דגן קרינה                                     ,2524,11-06-2020,מפוזרת,190.8,550.8,597.6,579.6,540,414,403.2,313.2,579.6,529.2,522,385.2,244.8,57.6
בית דגן קרינה                                     ,2524,11-06-2020,גלובאלית,212.4,939.6,1832.4,2498.4,3085.2,3510,3614.4,3582,2775.6,2728.8,1886.4,1432.8,720,90
בית דגן קרינה                                     ,2524,12-06-2020,מפוזרת,183.6,273.6,489.6,356.4,331.2,349.2,435.6,378,594,316.8,406.8,482.4,230.4,54
בית דגן קרינה                                     ,2524,12-06-2020,גלובאלית,493.2,1144.8,1656,2624.4,3157.2,3538.8,3535.2,3618,3178.8,2847.6,1915.2,1072.8,626.4,86.4
בית דגן קרינה                                     ,2524,12-06-2020,ישירה,1346.4,2307.6,1875.6,3038.4,3229.2,3312,3056.4,3283.2,2754,3164.4,2232,1148.4,1566,320.4
בית דגן קרינה                                     ,2524,13-06-2020,מפוזרת,183.6,277.2,352.8,410.4,439.2,432,406.8,399.6,396,410.4,496.8,428.4,270,64.8
בית דגן קרינה                                     ,2524,13-06-2020,גלובאלית,442.8,1159.2,1875.6,2527.2,3060,3441.6,3628.8,3567.6,3283.2,2790,2084.4,1382.4,572.4,90
בית דגן קרינה                                     ,2524,13-06-2020,ישירה,1234.8,2246.4,2606.4,2800.8,2948.4,3085.2,3193.2,3193.2,3124.8,2926.8,2332.8,1944,1072.8,183.6
בית דגן קרינה                                     ,2524,14-06-2020,מפוזרת,219.6,342,378,374.4,309.6,284.4,277.2,273.6,266.4,262.8,255.6,234,187.2,54
בית דגן קרינה                                     ,2524,14-06-2020,גלובאלית,334.8,1080,1918.8,2545.2,3150,3542.4,3708,3657.6,3384,2894.4,2232,1483.2,702,93.6
בית דגן קרינה                                     ,2524,14-06-2020,ישירה,367.2,1940.4,2628,2923.2,3283.2,3420,3470.4,3466.8,3427.2,3315.6,3099.6,2782.8,2080.8,432
בית דגן קרינה                                     ,2524,15-06-2020,מפוזרת,180,280.8,428.4,345.6,378,349.2,320.4,338.4,295.2,316.8,363.6,478.8,248.4,57.6
בית דגן קרינה                                     ,2524,15-06-2020,גלובאלית,450,1173.6,1771.2,2606.4,3121.2,3495.6,3654,3578.4,3308.4,2833.2,2034,1220.4,543.6,93.6
בית דגן קרינה                                     ,2524,15-06-2020,ישירה,1432.8,2329.2,2250,3060,3135.6,3272.4,3355.2,3297.6,3312,3157.2,2523.6,1544.4,1216.8,356.4
בית דגן קרינה                                     ,2524,16-06-2020,מפוזרת,234,550.8,687.6,550.8,424.8,471.6,507.6,507.6,471.6,457.2,446.4,392.4,273.6,68.4
בית דגן קרינה                                     ,2524,16-06-2020,גלובאלית,352.8,838.8,1101.6,2329.2,3067.2,3420,3592.8,3542.4,3279.6,2808,2138.4,1396.8,655.2,90
בית דגן קרינה                                     ,2524,16-06-2020,ישירה,514.8,540,619.2,2311.2,3016.8,3034.8,3042,3031.2,3016.8,2880,2538,2088,1382.4,180
בית דגן קרינה                                     ,2524,17-06-2020,מפוזרת,241.2,435.6,572.4,615.6,622.8,608.4,572.4,550.8,540,522,489.6,410.4,295.2,72
בית דגן קרינה                                     ,2524,17-06-2020,גלובאלית,367.2,1051.2,1785.6,2469.6,3009.6,3376.8,3574.8,3535.2,3247.2,2761.2,2116.8,1396.8,633.6,90
בית דגן קרינה                                     ,2524,17-06-2020,ישירה,439.2,1414.8,1918.8,2347.2,2613.6,2779.2,2930.4,2955.6,2872.8,2703.6,2408.4,2026.8,1144.8,115.2
בית דגן קרינה                                     ,2524,18-06-2020,מפוזרת,216,421.2,619.2,766.8,810,1076.4,1227.6,1159.2,1458,1278,846,482.4,349.2,72
בית דגן קרינה                                     ,2524,18-06-2020,גלובאלית,360,1062,1216.8,1803.6,2772,3006,3484.8,1350,2343.6,2109.6,1940.4,1368,507.6,82.8
בית דגן קרינה                                     ,2524,18-06-2020,ישירה,540,1540.8,856.8,1274.4,2109.6,1825.2,2062.8,46.8,694.8,770.4,1504.8,1789.2,572.4,97.2
בית דגן קרינה                                     ,2524,19-06-2020,מפוזרת,226.8,471.6,637.2,687.6,910.8,997.2,900,925.2,990,817.2,468,496.8,374.4,82.8
בית דגן קרינה                                     ,2524,19-06-2020,גלובאלית,453.6,1087.2,1317.6,2311.2,2462.4,2826,3092.4,3225.6,2818.8,2530.8,2217.6,1353.6,630,93.6
בית דגן קרינה                                     ,2524,19-06-2020,ישירה,1134,1504.8,972,2066.4,1627.2,1746,2066.4,2210.4,1861.2,2019.6,2649.6,1800,817.2,82.8
בית דגן קרינה                                     ,2524,20-06-2020,ישירה,172.8,1087.2,471.6,849.6,2008.8,2631.6,1782,1130.4,1674,792,788.4,784.8,388.8,14.4
בית דגן קרינה                                     ,2524,20-06-2020,מפוזרת,208.8,568.8,630,1015.2,928.8,932.4,1177.2,1324.8,1080,1105.2,878.4,597.6,331.2,54
בית דגן קרינה                                     ,2524,20-06-2020,גלובאלית,266.4,1058.4,997.2,1789.2,2804.4,3542.4,3139.2,2689.2,2826,1918.8,1512,1065.6,482.4,61.2
בית דגן קרינה                                     ,2524,21-06-2020,מפוזרת,241.2,464.4,468,730.8,759.6,766.8,795.6,781.2,860.4,777.6,684,522,327.6,68.4
בית דגן קרינה                                     ,2524,21-06-2020,ישירה,244.8,928.8,1177.2,1947.6,2329.2,2491.2,2498.4,2480.4,2192.4,2073.6,1792.8,1450.8,720,54
בית דגן קרינה                                     ,2524,21-06-2020,גלובאלית,331.2,900,1245.6,2322,2930.4,3294,3445.2,3402,3088.8,2624.4,1994.4,1299.6,572.4,82.8
בית דגן קרינה                                     ,2524,22-06-2020,ישירה,198,730.8,1101.6,1724.4,2260.8,2782.8,3067.2,3240,3294,3171.6,2970,2656.8,1918.8,133.2
בית דגן קרינה                                     ,2524,22-06-2020,מפוזרת,219.6,565.2,774,846,810,626.4,500.4,396,338.4,324,313.2,270,216,57.6
בית דגן קרינה                                     ,2524,22-06-2020,גלובאלית,295.2,925.2,1533.6,2268,2937.6,3366,3585.6,3610.8,3369.6,2890.8,2246.4,1508.4,720,79.2
בית דגן קרינה                                     ,2524,23-06-2020,מפוזרת,187.2,291.6,349.2,316.8,320.4,327.6,295.2,280.8,255.6,248.4,244.8,237.6,198,50.4
בית דגן קרינה                                     ,2524,23-06-2020,גלובאלית,410.4,1152,1897.2,2599.2,3103.2,3466.8,3664.8,3668.4,3423.6,2934,2286,1526.4,727.2,68.4
בית דגן קרינה                                     ,2524,23-06-2020,ישירה,1108.8,2192.4,2642.4,3096,3232.8,3333.6,3438,3466.8,3470.4,3355.2,3157.2,2804.4,2055.6,86.4
בית דגן קרינה                                     ,2524,24-06-2020,מפוזרת,183.6,280.8,514.8,662.4,439.2,309.6,284.4,284.4,284.4,277.2,259.2,259.2,230.4,64.8
בית דגן קרינה                                     ,2524,24-06-2020,גלובאלית,442.8,1173.6,2073.6,1789.2,2937.6,3452.4,3646.8,3632.4,3384,2905.2,2275.2,1508.4,655.2,79.2
בית דגן קרינה                                     ,2524,24-06-2020,ישירה,1368,2311.2,2631.6,1404,2851.2,3344.4,3420,3416.4,3380.4,3268.8,3114,2700,1530,75.6
בית דגן קרינה                                     ,2524,25-06-2020,מפוזרת,154.8,306,673.2,835.2,702,558,374.4,352.8,313.2,356.4,313.2,288,208.8,25.2
בית דגן קרינה                                     ,2524,25-06-2020,גלובאלית,442.8,1202.4,1159.2,1926,2977.2,3502.8,3646.8,3600,3333.6,2883.6,2214,1465.2,723.6,50.4
בית דגן קרינה                                     ,2524,25-06-2020,ישירה,1587.6,2332.8,723.6,1346.4,2491.2,3121.2,3351.6,3337.2,3322.8,3139.2,2937.6,2534.4,2019.6,219.6
בית דגן קרינה                                     ,2524,26-06-2020,מפוזרת,187.2,334.8,554.4,403.2,381.6,378,367.2,345.6,334.8,349.2,331.2,302.4,223.2,25.2
בית דגן קרינה                                     ,2524,26-06-2020,גלובאלית,417.6,1195.2,1742.4,2502,3031.2,3402,3589.2,3571.2,3322.8,2833.2,2217.6,1465.2,698.4,50.4
בית דגן קרינה                                     ,2524,26-06-2020,ישירה,1224,2242.8,1940.4,2858.4,3117.6,3250.8,3312,3322.8,3283.2,3088.8,2901.6,2520,1857.6,201.6
בית דגן קרינה                                     ,2524,27-06-2020,מפוזרת,205.2,356.4,482.4,939.6,806.4,532.8,482.4,446.4,442.8,421.2,378,324,237.6,25.2
בית דגן קרינה                                     ,2524,27-06-2020,גלובאלית,370.8,1054.8,1814.4,2250,2876.4,3427.2,3610.8,3567.6,3290.4,2811.6,2170.8,1436.4,680.4,50.4
בית דגן קרינה                                     ,2524,27-06-2020,ישירה,748.8,1796.4,2278.8,1620,2250,2962.8,3092.4,3135.6,3063.6,2926.8,2728.8,2397.6,1717.2,180
בית דגן קרינה                                     ,2524,28-06-2020,ישירה,7.2,46.8,43.2,370.8,2242.8,2905.2,3070.8,3074.4,3049.2,3002.4,2876.4,2559.6,1605.6,93.6
בית דגן קרינה                                     ,2524,28-06-2020,מפוזרת,169.2,504,802.8,1216.8,896.4,586.8,511.2,493.2,460.8,392.4,331.2,284.4,226.8,57.6
בית דגן קרינה                                     ,2524,28-06-2020,גלובאלית,190.8,583.2,932.4,1666.8,2970,3427.2,3614.4,3556.8,3290.4,2826,2199.6,1454.4,651.6,72
בית דגן קרינה                                     ,2524,29-06-2020,מפוזרת,230.4,522,802.8,939.6,810,633.6,622.8,532.8,489.6,464.4,378,313.2,230.4,54
בית דגן קרינה                                     ,2524,29-06-2020,ישירה,241.2,514.8,709.2,1458,2332.8,2797.2,2923.2,3006,2977.2,2851.2,2746.8,2422.8,1652.4,90
בית דגן קרינה                                     ,2524,29-06-2020,גלובאלית,306,777.6,1299.6,2145.6,2966.4,3405.6,3618,3546,3268.8,2797.2,2178,1432.8,662.4,64.8
בית דגן קרינה                                     ,2524,30-06-2020,מפוזרת,212.4,450,662.4,939.6,1062,1206,885.6,583.2,687.6,673.2,421.2,331.2,259.2,64.8
בית דגן קרינה                                     ,2524,30-06-2020,ישירה,241.2,723.6,612,291.6,1407.6,1159.2,2239.2,2862,2440.8,2257.2,2624.4,2235.6,1072.8,14.4
בית דגן קרינה                                     ,2524,30-06-2020,גלובאלית,288,781.2,1065.6,1278,2451.6,2530.8,3290.4,3477.6,3049.2,2610,2160,1386,568.8,72
בית דגן קרינה                                     ,2524,01-07-2020,מפוזרת,183.6,331.2,626.4,604.8,482.4,432,403.2,403.2,421.2,381.6,327.6,288,219.6,61.2
בית דגן קרינה                                     ,2524,01-07-2020,גלובאלית,349.2,1058.4,1515.6,2530.8,3024,3441.6,3618,3564,3290.4,2822.4,2199.6,1454.4,691.2,93.6
